row_id,column,clean_value,final_value,error_type
160,education,11th,Bachelors,intentional
271,education,10th,Doctorate,intentional
291,education,10th,Bachelors,intentional
415,education,10th,Masters,intentional
501,education,9th,Doctorate,intentional
731,education,10th,Bachelors,intentional
790,education,HS-grad,Masters,intentional
946,education,7th-8th,Bachelors,intentional
1046,education,10th,Doctorate,intentional
1087,education,10th,Masters,intentional
1334,education,5th-6th,Doctorate,intentional
1663,education,9th,Bachelors,intentional
2028,education,7th-8th,Doctorate,intentional
2453,education,11th,Bachelors,intentional
2510,education,7th-8th,Bachelors,intentional
2566,education,7th-8th,Doctorate,intentional
2668,education,11th,Doctorate,intentional
2910,education,10th,Masters,intentional
3038,education,7th-8th,Bachelors,intentional
3086,education,7th-8th,Assoc-acdm,intentional
3484,education,Some-college,Bachelors,intentional
3568,education,5th-6th,Some-college,intentional
3606,education,11th,Bachelors,intentional
3866,education,5th-6th,Bachelors,intentional
3934,education,7th-8th,Bachelors,intentional
4062,education,7th-8th,Bachelors,intentional
4227,education,10th,HS-grad,intentional
4396,education,10th,Doctorate,intentional
4650,education,5th-6th,Assoc-voc,intentional
4995,education,10th,Assoc-voc,intentional
5079,education,12th,Bachelors,intentional
5219,education,11th,Some-college,intentional
5445,education,7th-8th,Preschool,intentional
6163,education,10th,Bachelors,intentional
6575,education,7th-8th,Assoc-voc,intentional
6734,education,11th,Bachelors,intentional
7324,education,9th,Bachelors,intentional
7344,education,10th,Doctorate,intentional
7495,education,HS-grad,Masters,intentional
7580,education,11th,Doctorate,intentional
7802,education,11th,Doctorate,intentional
8052,education,12th,Doctorate,intentional
8092,education,12th,Some-college,intentional
8194,education,11th,Doctorate,intentional
8249,education,10th,Bachelors,intentional
8293,education,12th,Some-college,intentional
8423,education,11th,HS-grad,intentional
8820,education,12th,Doctorate,intentional
8925,education,11th,Masters,intentional
9114,education,9th,Bachelors,intentional
9677,education,12th,Masters,intentional
9692,education,9th,Doctorate,intentional
9707,education,7th-8th,Assoc-voc,intentional
9744,education,5th-6th,Bachelors,intentional
9829,education,HS-grad,Assoc-voc,intentional
9990,education,11th,Bachelors,intentional
9998,education,11th,Doctorate,intentional
10007,education,10th,Bachelors,intentional
10330,education,7th-8th,Bachelors,intentional
10353,education,12th,Doctorate,intentional
10364,education,11th,Some-college,intentional
10519,education,10th,Doctorate,intentional
10603,education,1st-4th,Doctorate,intentional
10773,education,9th,Assoc-voc,intentional
10781,education,10th,Some-college,intentional
11012,education,5th-6th,Prof-school,intentional
11249,education,10th,Doctorate,intentional
11504,education,10th,HS-grad,intentional
11603,education,5th-6th,HS-grad,intentional
11621,education,11th,Doctorate,intentional
11817,education,9th,Bachelors,intentional
11822,education,12th,Prof-school,intentional
11835,education,12th,Doctorate,intentional
11919,education,10th,Doctorate,intentional
12398,education,7th-8th,Doctorate,intentional
12709,education,12th,HS-grad,intentional
12886,education,10th,Masters,intentional
13248,education,7th-8th,Masters,intentional
13383,education,10th,Assoc-acdm,intentional
13511,education,7th-8th,Prof-school,intentional
13518,education,5th-6th,Assoc-voc,intentional
13769,education,9th,Bachelors,intentional
13829,education,11th,HS-grad,intentional
14069,education,7th-8th,Doctorate,intentional
14301,education,7th-8th,Assoc-acdm,intentional
14304,education,11th,Doctorate,intentional
14471,education,10th,Bachelors,intentional
14583,education,7th-8th,Bachelors,intentional
14584,education,12th,Assoc-voc,intentional
14972,education,HS-grad,Doctorate,intentional
15006,education,7th-8th,Bachelors,intentional
15093,education,1st-4th,Some-college,intentional
15321,education,1st-4th,Masters,intentional
15640,education,9th,Bachelors,intentional
15664,education,5th-6th,Doctorate,intentional
15666,education,10th,Bachelors,intentional
16029,education,10th,Some-college,intentional
16229,education,HS-grad,Prof-school,intentional
16236,education,12th,Doctorate,intentional
16321,education,9th,Bachelors,intentional
16840,education,11th,Bachelors,intentional
17033,education,10th,Prof-school,intentional
17309,education,10th,Some-college,intentional
17568,education,10th,Masters,intentional
17571,education,12th,Some-college,intentional
17812,education,10th,Bachelors,intentional
18022,education,11th,HS-grad,intentional
18071,education,9th,HS-grad,intentional
18151,education,10th,Masters,intentional
18249,education,10th,Assoc-voc,intentional
18471,education,11th,HS-grad,intentional
18688,education,11th,Assoc-voc,intentional
18703,education,11th,Masters,intentional
18797,education,12th,Bachelors,intentional
18906,education,10th,Doctorate,intentional
19096,education,5th-6th,Doctorate,intentional
19151,education,9th,Masters,intentional
19531,education,11th,Masters,intentional
19657,education,10th,Some-college,intentional
20076,education,7th-8th,Bachelors,intentional
20195,education,7th-8th,Bachelors,intentional
20248,education,11th,Doctorate,intentional
20279,education,10th,HS-grad,intentional
20442,education,9th,Some-college,intentional
20513,education,9th,Bachelors,intentional
20636,education,10th,Bachelors,intentional
20805,education,1st-4th,Bachelors,intentional
20956,education,HS-grad,Doctorate,intentional
21353,education,7th-8th,Assoc-acdm,intentional
21381,education,7th-8th,Masters,intentional
21598,education,5th-6th,Assoc-voc,intentional
21889,education,7th-8th,Doctorate,intentional
21971,education,11th,Bachelors,intentional
21981,education,7th-8th,Doctorate,intentional
22015,education,1st-4th,Assoc-voc,intentional
22018,education,11th,Bachelors,intentional
22067,education,10th,Bachelors,intentional
22162,education,10th,Doctorate,intentional
22380,education,9th,Bachelors,intentional
22536,education,10th,Prof-school,intentional
22658,education,11th,Bachelors,intentional
22807,education,10th,HS-grad,intentional
23140,education,HS-grad,Masters,intentional
23322,education,12th,Bachelors,intentional
23325,education,11th,Doctorate,intentional
23615,education,10th,Bachelors,intentional
23875,education,11th,Bachelors,intentional
23978,education,7th-8th,Doctorate,intentional
24023,education,9th,Bachelors,intentional
24401,education,10th,Bachelors,intentional
24461,education,12th,Preschool,intentional
24563,education,5th-6th,Some-college,intentional
24615,education,HS-grad,Bachelors,intentional
24849,education,9th,Bachelors,intentional
24992,education,10th,Doctorate,intentional
25102,education,7th-8th,Doctorate,intentional
25259,education,5th-6th,Bachelors,intentional
25270,education,Bachelors,Doctorate,intentional
25505,education,11th,Doctorate,intentional
25919,education,10th,HS-grad,intentional
26265,education,10th,Bachelors,intentional
26625,education,5th-6th,Some-college,intentional
26835,education,7th-8th,Assoc-voc,intentional
26962,education,10th,Doctorate,intentional
27477,education,11th,Bachelors,intentional
27716,education,HS-grad,Bachelors,intentional
27966,education,11th,Bachelors,intentional
28055,education,12th,Some-college,intentional
28138,education,12th,Masters,intentional
28377,education,7th-8th,Doctorate,intentional
28463,education,9th,Masters,intentional
28787,education,9th,Bachelors,intentional
29256,education,10th,HS-grad,intentional
29267,education,10th,Doctorate,intentional
29272,education,10th,Bachelors,intentional
29305,education,11th,Bachelors,intentional
29374,education,Some-college,Prof-school,intentional
29513,education,9th,Some-college,intentional
29673,education,10th,Masters,intentional
29890,education,10th,Doctorate,intentional
30596,education,5th-6th,Masters,intentional
30636,education,10th,Bachelors,intentional
30720,education,11th,Prof-school,intentional
30779,education,9th,Doctorate,intentional
31113,education,11th,Bachelors,intentional
31222,education,9th,Assoc-acdm,intentional
31363,education,Assoc-voc,Doctorate,intentional
31544,education,9th,Bachelors,intentional
31572,education,7th-8th,Masters,intentional
32450,education,7th-8th,Masters,intentional
32555,education,HS-grad,Bachelors,intentional
32692,education,10th,Bachelors,intentional
32786,education,5th-6th,Prof-school,intentional
32875,education,7th-8th,Assoc-voc,intentional
33039,education,10th,Bachelors,intentional
33259,education,10th,Masters,intentional
33643,education,11th,Bachelors,intentional
33753,education,7th-8th,Bachelors,intentional
33989,education,5th-6th,Assoc-voc,intentional
34526,education,10th,Preschool,intentional
34546,education,10th,Bachelors,intentional
34732,education,10th,HS-grad,intentional
34952,education,10th,Bachelors,intentional
34991,education,11th,Bachelors,intentional
35843,education,10th,Bachelors,intentional
36139,education,11th,Bachelors,intentional
36198,education,10th,HS-grad,intentional
36369,education,7th-8th,Bachelors,intentional
36512,education,10th,Bachelors,intentional
36558,education,11th,Doctorate,intentional
36638,education,11th,HS-grad,intentional
36842,education,HS-grad,Some-college,intentional
36886,education,7th-8th,Bachelors,intentional
36931,education,11th,HS-grad,intentional
36938,education,12th,Assoc-voc,intentional
37047,education,7th-8th,Masters,intentional
37096,education,12th,HS-grad,intentional
37432,education,10th,Assoc-acdm,intentional
37517,education,9th,Doctorate,intentional
37557,education,7th-8th,HS-grad,intentional
37621,education,11th,Doctorate,intentional
37693,education,11th,Masters,intentional
38108,education,10th,Doctorate,intentional
38712,education,10th,HS-grad,intentional
38740,education,11th,Some-college,intentional
13,education-num,9,12,intentional
234,education-num,9,12,intentional
241,education-num,9,12,intentional
251,education-num,11,14,intentional
291,education-num,6,9,intentional
403,education-num,9,12,intentional
636,education-num,9,12,intentional
1046,education-num,6,9,intentional
1064,education-num,10,13,intentional
1180,education-num,10,13,intentional
1738,education-num,10,13,intentional
1772,education-num,7,10,intentional
1794,education-num,9,12,intentional
1975,education-num,12,14,intentional
2185,education-num,9,12,intentional
2268,education-num,9,12,intentional
2342,education-num,10,13,intentional
2363,education-num,10,13,intentional
2575,education-num,9,12,intentional
2761,education-num,10,13,intentional
3007,education-num,9,12,intentional
3053,education-num,9,12,intentional
3070,education-num,10,13,intentional
3333,education-num,10,13,intentional
3336,education-num,10,13,intentional
3499,education-num,12,14,intentional
3516,education-num,9,12,intentional
3546,education-num,9,12,intentional
3643,education-num,9,12,intentional
3647,education-num,9,12,intentional
3657,education-num,12,14,intentional
3674,education-num,11,14,intentional
3738,education-num,10,13,intentional
3881,education-num,11,14,intentional
4364,education-num,9,12,intentional
4518,education-num,9,12,intentional
4667,education-num,10,13,intentional
4861,education-num,10,13,intentional
4995,education-num,6,9,intentional
5100,education-num,10,13,intentional
5145,education-num,10,13,intentional
5182,education-num,10,13,intentional
5219,education-num,7,10,intentional
5319,education-num,8,11,intentional
5458,education-num,10,13,intentional
5474,education-num,9,12,intentional
5497,education-num,10,13,intentional
5816,education-num,10,13,intentional
5969,education-num,10,13,intentional
6260,education-num,12,14,intentional
6300,education-num,9,12,intentional
6365,education-num,10,13,intentional
6518,education-num,9,11,intentional
6697,education-num,10,13,intentional
6734,education-num,7,10,intentional
6785,education-num,11,14,intentional
6935,education-num,9,12,intentional
6959,education-num,9,12,intentional
6984,education-num,10,13,intentional
7041,education-num,9,12,intentional
7269,education-num,10,13,intentional
7574,education-num,9,12,intentional
7580,education-num,7,10,intentional
7656,education-num,12,14,intentional
7714,education-num,12,13,intentional
7777,education-num,11,14,intentional
7792,education-num,9,12,intentional
7797,education-num,10,13,intentional
7798,education-num,10,13,intentional
8026,education-num,10,13,intentional
8092,education-num,8,11,intentional
8194,education-num,7,10,intentional
8248,education-num,9,12,intentional
8340,education-num,10,13,intentional
8386,education-num,10,13,intentional
8430,education-num,9,12,intentional
8687,education-num,10,13,intentional
8726,education-num,10,13,intentional
8735,education-num,10,13,intentional
8783,education-num,10,13,intentional
8795,education-num,11,14,intentional
8813,education-num,9,12,intentional
8843,education-num,9,12,intentional
8925,education-num,7,10,intentional
9127,education-num,9,12,intentional
9197,education-num,10,13,intentional
9368,education-num,9,12,intentional
9524,education-num,12,14,intentional
9614,education-num,12,14,intentional
9646,education-num,12,14,intentional
9962,education-num,10,13,intentional
9963,education-num,11,14,intentional
9990,education-num,7,10,intentional
9998,education-num,7,10,intentional
10055,education-num,10,13,intentional
10164,education-num,9,12,intentional
10172,education-num,9,12,intentional
10329,education-num,10,13,intentional
10364,education-num,7,10,intentional
10442,education-num,10,13,intentional
10489,education-num,10,13,intentional
10699,education-num,10,13,intentional
10756,education-num,10,13,intentional
10781,education-num,6,9,intentional
10865,education-num,10,13,intentional
10984,education-num,9,12,intentional
11121,education-num,10,13,intentional
11207,education-num,10,13,intentional
11504,education-num,6,9,intentional
11648,education-num,10,13,intentional
11654,education-num,10,13,intentional
11656,education-num,11,14,intentional
11786,education-num,9,12,intentional
11902,education-num,9,12,intentional
11911,education-num,9,12,intentional
11947,education-num,10,13,intentional
12056,education-num,10,13,intentional
12087,education-num,10,13,intentional
12141,education-num,9,12,intentional
12262,education-num,9,12,intentional
12397,education-num,11,14,intentional
12667,education-num,9,12,intentional
12721,education-num,10,13,intentional
12772,education-num,10,13,intentional
12820,education-num,10,13,intentional
12822,education-num,9,12,intentional
12870,education-num,10,13,intentional
12931,education-num,10,13,intentional
12993,education-num,9,12,intentional
13107,education-num,9,12,intentional
13110,education-num,10,13,intentional
13186,education-num,9,12,intentional
13277,education-num,11,14,intentional
13382,education-num,10,13,intentional
13383,education-num,6,9,intentional
13488,education-num,10,13,intentional
13518,education-num,3,6,intentional
13812,education-num,10,13,intentional
14072,education-num,10,13,intentional
14084,education-num,10,13,intentional
14196,education-num,10,13,intentional
14260,education-num,9,12,intentional
14328,education-num,10,13,intentional
14442,education-num,10,13,intentional
14484,education-num,9,12,intentional
14496,education-num,10,13,intentional
14502,education-num,10,13,intentional
14531,education-num,9,12,intentional
14584,education-num,8,11,intentional
14615,education-num,10,12,intentional
14700,education-num,8,11,intentional
14808,education-num,10,13,intentional
14816,education-num,9,12,intentional
15063,education-num,10,13,intentional
