manip_index,correct_index,feature,ground_truth,predicted,mismatch_type,record_value,correct_value
11462,3820,workclass,1,-1,FN,, Private
11476,3825,workclass,-1,1,FP,Pvate, ?
11509,3836,workclass,-1,1,FP,Pvate, ?
11521,3840,workclass,-1,1,FP,Private, ?
11603,3867,workclass,1,-1,FN,Self-emp-inc, Private
11656,3885,workclass,1,-1,FN,Self-emp-inc, Private
11692,3897,workclass,-1,1,FP,Witout-pay, ?
11693,3897,workclass,1,-1,FN,, ?
11749,3916,workclass,1,-1,FN,Self-emp-inc, Private
11812,3937,workclass,1,-1,FN,—, Private
11818,3939,workclass,1,-1,FN,, Private
11831,3943,workclass,-1,1,FP,Pivate, Private
11854,3951,workclass,1,-1,FN,—, Private
11995,3998,workclass,1,-1,FN,, Federal-gov
12042,4014,workclass,-1,1,FP,Self-emp-not-inc, ?
12120,4040,workclass,1,-1,FN,, State-gov
12131,4043,workclass,1,-1,FN,—, State-gov
12159,4053,workclass,-1,1,FP,Self-emp-not-inc, ?
12160,4053,workclass,-1,1,FP,Self-emp-not-inc, ?
12161,4053,workclass,-1,1,FP,Self-emp-not-inc, ?
12183,4061,workclass,1,-1,FN,, Private
12288,4096,workclass,1,-1,FN,, Private
12296,4098,workclass,1,-1,FN,, State-gov
12301,4100,workclass,1,-1,FN,—, Private
12317,4105,workclass,1,-1,FN,, Private
12356,4118,workclass,1,-1,FN,—, Private
12395,4131,workclass,1,-1,FN,, Local-gov
12397,4132,workclass,1,-1,FN,—, Private
12414,4138,workclass,-1,1,FP,Self-emp-not-inc, ?
12432,4144,workclass,1,-1,FN,, Private
12434,4144,workclass,1,-1,FN,—, Private
12459,4153,workclass,1,-1,FN,, Private
12463,4154,workclass,1,-1,FN,Self-emp-not-inc, Private
12475,4158,workclass,1,-1,FN,, Private
12490,4163,workclass,1,-1,FN,Self-emp-inc, Private
12491,4163,workclass,1,-1,FN,Federal-gov, Private
12495,4165,workclass,1,-1,FN,, Federal-gov
12512,4170,workclass,1,-1,FN,—, State-gov
12528,4176,workclass,-1,1,FP,Pivate, ?
12541,4180,workclass,1,-1,FN,—, ?
12542,4180,workclass,-1,1,FP,?at, ?
12544,4181,workclass,-1,1,FP,Private, ?
12553,4184,workclass,1,-1,FN,—, Local-gov
12559,4186,workclass,1,-1,FN,, Private
12589,4196,workclass,1,-1,FN,Private-obf, Private
12591,4197,workclass,-1,1,FP,Pivate, ?
12617,4205,workclass,-1,1,FP,Wihtout-pay, ?
12635,4211,workclass,1,-1,FN,, Private
12658,4219,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
12673,4224,workclass,1,-1,FN,—, Private
12714,4238,workclass,-1,1,FP,Privat, ?
12716,4238,workclass,-1,1,FP,Pri-vat, ?
12751,4250,workclass,1,-1,FN,—, Private
12763,4254,workclass,1,-1,FN,, Private
12819,4273,workclass,-1,1,FP,Tech-support, ?
12829,4276,workclass,1,-1,FN,—, ?
12861,4287,workclass,1,-1,FN,, Federal-gov
12868,4289,workclass,-1,1,FP,Pvate, ?
12906,4302,workclass,-1,1,FP,Self-emp-not-inc, ?
12907,4302,workclass,-1,1,FP,Federal-gov, ?
12962,4320,workclass,1,-1,FN,, Private
12994,4331,workclass,1,-1,FN,—, Private
13009,4336,workclass,1,-1,FN,—, Private
13012,4337,workclass,1,-1,FN,—, Private
13039,4346,workclass,-1,1,FP,Pvate, ?
13092,4364,workclass,1,-1,FN,, Private
13118,4372,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
13134,4378,workclass,-1,1,FP,Pri-vate, ?
13135,4378,workclass,-1,1,FP,Private, ?
13137,4379,workclass,1,-1,FN,, Self-emp-not-inc
13173,4391,workclass,1,-1,FN,, ?
13217,4405,workclass,1,-1,FN,, Private
13218,4406,workclass,1,-1,FN,, Local-gov
13227,4409,workclass,1,-1,FN,, State-gov
13270,4423,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
13275,4425,workclass,1,-1,FN,, Federal-gov
13290,4430,workclass,-1,1,FP,?ate-gov, ?
13307,4435,workclass,1,-1,FN,—, Private
13354,4451,workclass,1,-1,FN,Self-emp-inc, Private
13379,4459,workclass,-1,1,FP,Self-emp-not-inc, Private
13380,4460,workclass,-1,1,FP,Pri-vate, ?
13382,4460,workclass,-1,1,FP,Pri-vate, ?
13396,4465,workclass,1,-1,FN,Private, ?
13409,4469,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
13419,4473,workclass,-1,1,FP,Private, ?
13428,4476,workclass,1,-1,FN,, Private
13458,4486,workclass,1,-1,FN,—, Self-emp-not-inc
13459,4486,workclass,1,-1,FN,Unknown, Self-emp-not-inc
13603,4534,workclass,1,-1,FN,—, Private
13605,4535,workclass,1,-1,FN,—, ?
13607,4535,workclass,-1,1,FP,Self-emp-not-inc, ?
13687,4562,workclass,1,-1,FN,Self-emp-inc, Private
13708,4569,workclass,1,-1,FN,—, Private
13716,4572,workclass,1,-1,FN,, Private
13723,4574,workclass,-1,1,FP,Pvate, ?
13755,4585,workclass,1,-1,FN,, ?
13835,4611,workclass,1,-1,FN,, Private
13852,4617,workclass,1,-1,FN,Self-emp-inc, State-gov
13855,4618,workclass,-1,1,FP,Pri, ?
13860,4620,workclass,1,-1,FN,, Private
13879,4626,workclass,1,-1,FN,Self-emp-inc, Private
13927,4642,workclass,1,-1,FN,—, Federal-gov
13983,4661,workclass,-1,1,FP,Self-emp-not-inc, ?
13985,4661,workclass,-1,1,FP,Self-emp-inc, ?
13997,4665,workclass,1,-1,FN,—, ?
14019,4673,workclass,1,-1,FN,—, State-gov
14020,4673,workclass,1,-1,FN,Unknown, State-gov
14025,4675,workclass,1,-1,FN,, Private
14049,4683,workclass,-1,1,FP,Priivate, ?
14056,4685,workclass,-1,1,FP,Pvate, ?
14060,4686,workclass,1,-1,FN,Self-emp-inc, Private
14071,4690,workclass,-1,1,FP,Pvate, ?
14097,4699,workclass,1,-1,FN,, Self-emp-not-inc
14100,4700,workclass,-1,1,FP,Priivate, ?
14101,4700,workclass,-1,1,FP,Private, ?
14116,4705,workclass,1,-1,FN,—, Local-gov
14210,4736,workclass,1,-1,FN,Self-emp--, Self-emp-inc
14323,4774,workclass,-1,1,FP,Pvate, ?
14461,4820,workclass,1,-1,FN,—, Private
14463,4821,workclass,-1,1,FP,Pri-vate, ?
14547,4849,workclass,-1,1,FP,Pri-vate, ?
14548,4849,workclass,-1,1,FP,Private, ?
14572,4857,workclass,1,-1,FN,—, Private
14586,4862,workclass,1,-1,FN,, Federal-gov
14657,4885,workclass,1,-1,FN,Self-emp-inc, State-gov
14681,4893,workclass,-1,1,FP,Self-emp-not-inc, ?
14704,4901,workclass,1,-1,FN,, State-gov
14710,4903,workclass,1,-1,FN,, Private
14748,4916,workclass,1,-1,FN,, State-gov
14786,4928,workclass,1,-1,FN,, Private
14810,4936,workclass,1,-1,FN,—, Private
14836,4945,workclass,1,-1,FN,—, Local-gov
14845,4948,workclass,-1,1,FP,Pvate, ?
14855,4951,workclass,1,-1,FN,Self-emp-inc, Private
14864,4954,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
14878,4959,workclass,1,-1,FN,, Self-emp-not-inc
15030,5010,workclass,1,-1,FN,, Self-emp-not-inc
15047,5015,workclass,1,-1,FN,Self-emp-inc, Private
15163,5054,workclass,1,-1,FN,—, Private
15190,5063,workclass,1,-1,FN,Self-emp-inc, Private
15207,5069,workclass,-1,1,FP,Priv-house-serv, ?
15211,5070,workclass,1,-1,FN,—, ?
15238,5079,workclass,1,-1,FN,—, Private
15250,5083,workclass,1,-1,FN,—, Private
15264,5088,workclass,1,-1,FN,, Private
15286,5095,workclass,-1,1,FP,Pvate, ?
15349,5116,workclass,1,-1,FN,Self-emp-inc, Private
15388,5129,workclass,1,-1,FN,—, State-gov
15510,5170,workclass,1,-1,FN,, Self-emp-not-inc
15517,5172,workclass,1,-1,FN,—, Private
15531,5177,workclass,1,-1,FN,, Self-emp-not-inc
15576,5192,workclass,1,-1,FN,—, ?
15578,5192,workclass,-1,1,FP,?at, ?
15617,5205,workclass,1,-1,FN,—, Private
15629,5209,workclass,1,-1,FN,Self-emp-inc, Private
15652,5217,workclass,1,-1,FN,—, Private
15666,5222,workclass,1,-1,FN,, Private
15686,5228,workclass,1,-1,FN,—, Private
15701,5233,workclass,1,-1,FN,—, Federal-gov
15742,5247,workclass,1,-1,FN,, Federal-gov
15751,5250,workclass,1,-1,FN,—, Private
15799,5266,workclass,1,-1,FN,—, Private
15825,5275,workclass,-1,1,FP,Priivate, ?
15847,5282,workclass,1,-1,FN,, State-gov
15862,5287,workclass,-1,1,FP,Pvate, ?
15872,5290,workclass,1,-1,FN,—, Private
15877,5292,workclass,1,-1,FN,, Local-gov
15886,5295,workclass,-1,1,FP,Private, ?
15889,5296,workclass,1,-1,FN,—, Private
15903,5301,workclass,1,-1,FN,, Private
15927,5309,workclass,1,-1,FN,, State-gov
15963,5321,workclass,1,-1,FN,, Private
15974,5324,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
16014,5338,workclass,1,-1,FN,, Private
16017,5339,workclass,-1,1,FP,Pri-vate, ?
16098,5366,workclass,1,-1,FN,Private, ?
16110,5370,workclass,-1,1,FP,Priuate, ?
16112,5370,workclass,-1,1,FP,Priate, ?
16151,5383,workclass,1,-1,FN,Self-emp-inc, Private
16177,5392,workclass,1,-1,FN,, Private
16195,5398,workclass,1,-1,FN,—, Private
16215,5405,workclass,1,-1,FN,, Private
16217,5405,workclass,1,-1,FN,—, Private
16233,5411,workclass,1,-1,FN,, Private
16253,5417,workclass,1,-1,FN,, Private
16260,5420,workclass,1,-1,FN,, Self-emp-inc
16270,5423,workclass,1,-1,FN,Self-emp-inc, Private
16282,5427,workclass,1,-1,FN,, Private
16283,5427,workclass,1,-1,FN,Self-emp-inc, Private
16307,5435,workclass,1,-1,FN,Self-emp-inc, Private
16367,5455,workclass,1,-1,FN,Self-emp-inc, Private
16387,5462,workclass,1,-1,FN,—, Private
16428,5476,workclass,1,-1,FN,, Self-emp-not-inc
16435,5478,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
16466,5488,workclass,1,-1,FN,—, Private
16479,5493,workclass,1,-1,FN,Unknown, Private
16578,5526,workclass,-1,1,FP,Pivate, ?
16579,5526,workclass,1,-1,FN,—, ?
16594,5531,workclass,1,-1,FN,, Local-gov
16611,5537,workclass,1,-1,FN,, Self-emp-inc
16615,5538,workclass,1,-1,FN,—, State-gov
16635,5545,workclass,1,-1,FN,, Local-gov
16641,5547,workclass,1,-1,FN,, Private
16648,5549,workclass,-1,1,FP,Pvate, ?
16659,5553,workclass,1,-1,FN,, Local-gov
16698,5566,workclass,1,-1,FN,, Federal-gov
16702,5567,workclass,1,-1,FN,—, Private
16739,5579,workclass,1,-1,FN,Self-emp-not-inc, Private
16808,5602,workclass,1,-1,FN,, Private
16815,5605,workclass,1,-1,FN,, Local-gov
16839,5613,workclass,-1,1,FP,Pri-vate, ?
16840,5613,workclass,-1,1,FP,Private, ?
16841,5613,workclass,1,-1,FN,—, ?
16872,5624,workclass,1,-1,FN,, Private
16928,5642,workclass,1,-1,FN,, Private
16929,5643,workclass,1,-1,FN,, Federal-gov
16932,5644,workclass,1,-1,FN,, Private
16961,5653,workclass,1,-1,FN,, Private
16978,5659,workclass,1,-1,FN,, ?
16993,5664,workclass,1,-1,FN,, Federal-gov
17057,5685,workclass,1,-1,FN,, Private
17059,5686,workclass,1,-1,FN,Self-emp-inc, Private
17121,5707,workclass,1,-1,FN,Private, ?
17126,5708,workclass,1,-1,FN,, Private
17149,5716,workclass,1,-1,FN,Self-emp-inc, Private
17194,5731,workclass,1,-1,FN,Self-emp-not-inc, Private
17208,5736,workclass,1,-1,FN,, Self-emp-not-inc
17210,5736,workclass,1,-1,FN,—, Self-emp-not-inc
17218,5739,workclass,-1,1,FP,Pvate, ?
17352,5784,workclass,1,-1,FN,—, ?
17354,5784,workclass,-1,1,FP,Wthout-pay, ?
17417,5805,workclass,1,-1,FN,—, ?
17487,5829,workclass,1,-1,FN,, Private
17501,5833,workclass,1,-1,FN,, Private
17553,5851,workclass,-1,1,FP,Priivate, ?
17555,5851,workclass,1,-1,FN,—, ?
17582,5860,workclass,1,-1,FN,, Private
17593,5864,workclass,-1,1,FP,Private, ?
17674,5891,workclass,1,-1,FN,—, Private
17704,5901,workclass,1,-1,FN,—, Private
17742,5914,workclass,1,-1,FN,, Self-emp-not-inc
17744,5914,workclass,1,-1,FN,—, Self-emp-not-inc
17782,5927,workclass,1,-1,FN,, Private
17792,5930,workclass,1,-1,FN,Self-emp-inc, Private
17823,5941,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
17835,5945,workclass,-1,1,FP,Self-emp-not-inc, ?
17848,5949,workclass,1,-1,FN,—, Local-gov
17916,5972,workclass,-1,1,FP,Pri-vate, ?
17917,5972,workclass,-1,1,FP,Private, ?
17956,5985,workclass,1,-1,FN,—, Private
18031,6010,workclass,1,-1,FN,, Private
18043,6014,workclass,1,-1,FN,Self-emp-inc, Private
18065,6021,workclass,-1,1,FP,Wthout-pay, ?
18086,6028,workclass,1,-1,FN,, Private
18087,6029,workclass,-1,1,FP,Private, ?
18100,6033,workclass,1,-1,FN,Self-emp-inc, Private
18138,6046,workclass,1,-1,FN,, Local-gov
18169,6056,workclass,1,-1,FN,—, Private
18192,6064,workclass,1,-1,FN,, Self-emp-not-inc
18229,6076,workclass,1,-1,FN,, Local-gov
18235,6078,workclass,1,-1,FN,, Private
18292,6097,workclass,-1,1,FP,Pri-vate, ?
18293,6097,workclass,1,-1,FN,, ?
18363,6121,workclass,1,-1,FN,, Private
18407,6135,workclass,1,-1,FN,Unknown, Self-emp-not-inc
18458,6152,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
18466,6155,workclass,1,-1,FN,—, Private
18523,6174,workclass,1,-1,FN,Self-emp-inc, Private
18524,6174,workclass,1,-1,FN,Federal-gov, Private
18562,6187,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
18634,6211,workclass,1,-1,FN,—, Private
18671,6223,workclass,1,-1,FN,, Private
18763,6254,workclass,1,-1,FN,—, Private
18859,6286,workclass,-1,1,FP,Pvate, ?
18873,6291,workclass,1,-1,FN,, State-gov
18875,6291,workclass,1,-1,FN,—, State-gov
18907,6302,workclass,1,-1,FN,Self-emp-inc, Private
18917,6305,workclass,1,-1,FN,Self-emp-inc, Private
18955,6318,workclass,1,-1,FN,—, Private
19012,6337,workclass,1,-1,FN,, Private
19030,6343,workclass,1,-1,FN,Self-emp--inc, Self-emp-not-inc
19116,6372,workclass,1,-1,FN,, Private
19143,6381,workclass,1,-1,FN,, Private
19151,6383,workclass,1,-1,FN,Self-emp-inc, Private
19152,6384,workclass,1,-1,FN,, Private
19154,6384,workclass,1,-1,FN,—, Private
19188,6396,workclass,-1,1,FP,Pri-vate, ?
19261,6420,workclass,1,-1,FN,—, ?
19262,6420,workclass,-1,1,FP,Wihtout-pay, ?
19286,6428,workclass,1,-1,FN,—, Local-gov
19372,6457,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
19395,6465,workclass,1,-1,FN,, Private
19403,6467,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
19425,6475,workclass,1,-1,FN,, Private
19466,6488,workclass,1,-1,FN,, Federal-gov
19476,6492,workclass,-1,1,FP,Self-emp-not-inc, ?
19487,6495,workclass,-1,1,FP,Self-emp-not-inc, Private
19507,6502,workclass,1,-1,FN,Self-emp-inc, Self-emp-not-inc
1793,597,fnlwgt,-1,1,FP,27592,227597
6479,2159,fnlwgt,-1,1,FP,32267,322674
10427,3475,fnlwgt,-1,1,FP,8603480,860348
11675,3891,fnlwgt,-1,1,FP,119752,19752
12224,4074,fnlwgt,-1,1,FP,207498,207489
15446,5148,fnlwgt,-1,1,FP,21449,29441
18379,6126,fnlwgt,-1,1,FP,85700,85077
60,20,education,-1,1,FP,59, 9th
64,21,education,-1,1,FP,Hig-grad, HS-grad
180,60,education,1,-1,FN,, HS-grad
182,60,education,1,-1,FN,Unknown, HS-grad
210,70,education,1,-1,FN,, HS-grad
229,76,education,-1,1,FP,college-Some, Some-college
261,87,education,1,-1,FN,, Bachelors
276,92,education,1,-1,FN,, Some-college
278,92,education,-1,1,FP,Some-colleage, Some-college
375,125,education,-1,1,FP,1ht2, 12th
606,202,education,-1,1,FP,Assoc-acdm, Assoc-voc
645,215,education,1,-1,FN,, HS-grad
735,245,education,1,-1,FN,, HS-grad
783,261,education,1,-1,FN,, HS-grad
846,282,education,1,-1,FN,, Prof-school
873,291,education,1,-1,FN,, Some-college
875,291,education,1,-1,FN,Unknown, Some-college
966,322,education,-1,1,FP,1e1, 11th
984,328,education,-1,1,FP,16th, 10th
1015,338,education,1,-1,FN,Some-college, HS-grad
1074,358,education,-1,1,FP,1ht0, 10th
1080,360,education,-1,1,FP,Assoc-acdm, Assoc-voc
1173,391,education,1,-1,FN,, Some-college
1218,406,education,1,-1,FN,, Bachelors
1229,409,education,-1,1,FP,1st-4th, 9th
1245,415,education,-1,1,FP,16th, 10th
1263,421,education,1,-1,FN,Masters, Bachelors
1410,470,education,1,-1,FN,, 7th-8th
1480,493,education,-1,1,FP,colSom-ege, HS-grad
1515,505,education,1,-1,FN,, Assoc-voc
1527,509,education,1,-1,FN,, Some-college
1613,537,education,1,-1,FN,12th, 11th
1635,545,education,-1,1,FP,Assoc-acdm, Assoc-voc
1676,558,education,1,-1,FN,Bachelors, Some-college
1769,589,education,1,-1,FN,Masters, Doctorate
1779,593,education,-1,1,FP,1e1, 11th
1796,598,education,-1,1,FP,12th, HS-grad
1852,617,education,-1,1,FP,Bacelors, Bachelors
1887,629,education,-1,1,FP,Bachelors-13, Bachelors
1904,634,education,-1,1,FP,10th, 9th
1920,640,education,-1,1,FP,16th, 10th
2100,700,education,1,-1,FN,, 10th
2201,733,education,-1,1,FP,11h, 11th
2283,761,education,-1,1,FP,Assoc-acdm, Assoc-voc
2310,770,education,-1,1,FP,Assoc-acdm, Assoc-voc
2321,773,education,1,-1,FN,Bachelors, Assoc-acdm
2454,818,education,-1,1,FP,Assoc-acdm, Assoc-voc
2522,840,education,-1,1,FP,1ht, 12th
2550,850,education,1,-1,FN,, 7th-8th
2599,866,education,1,-1,FN,Masters, Bachelors
2603,867,education,1,-1,FN,Some-college, HS-grad
2607,869,education,-1,1,FP,Masters-specialty, Masters
2616,872,education,1,-1,FN,Some-college, HS-grad
2637,879,education,1,-1,FN,Some-college, HS-grad
2658,886,education,1,-1,FN,Bachelors, Some-college
2715,905,education,-1,1,FP,1e1, 11th
2736,912,education,1,-1,FN,, HS-grad
2763,921,education,1,-1,FN,, Some-college
2784,928,education,1,-1,FN,, Doctorate
2785,928,education,1,-1,FN,Prof-school, Doctorate
2847,949,education,-1,1,FP,Masters-college, Masters
2865,955,education,1,-1,FN,Bachelors, Some-college
2916,972,education,1,-1,FN,, Bachelors
2991,997,education,1,-1,FN,, 11th
3066,1022,education,-1,1,FP,1e1, 11th
3228,1076,education,1,-1,FN,, 7th-8th
3234,1078,education,1,-1,FN,Bachelors, Assoc-acdm
3261,1087,education,-1,1,FP,Assoc-acd, Assoc-acdm
3264,1088,education,1,-1,FN,, 11th
3318,1106,education,1,-1,FN,, Bachelors
3357,1119,education,-1,1,FP,16th, 10th
3450,1150,education,1,-1,FN,, Assoc-acdm
3464,1154,education,1,-1,FN,Some-college, HS-grad
3507,1169,education,1,-1,FN,, 12th
3546,1182,education,1,-1,FN,, 5th-6th
3667,1222,education,1,-1,FN,Some-college, HS-grad
3749,1249,education,1,-1,FN,Masters, Bachelors
3774,1258,education,-1,1,FP,5th-6th, 9th
3800,1266,education,1,-1,FN,Some-college, HS-grad
3915,1305,education,-1,1,FP,HS-grad, 5th-6th
3970,1323,education,1,-1,FN,Some-college, HS-grad
3975,1325,education,1,-1,FN,Masters, Bachelors
4043,1347,education,-1,1,FP,Some-college, Bachelors
4146,1382,education,1,-1,FN,Bachelors, Some-college
4158,1386,education,1,-1,FN,, Prof-school
4179,1393,education,-1,1,FP,16th, 10th
4236,1412,education,1,-1,FN,Masters, Bachelors
4245,1415,education,-1,1,FP,11t, 11th
4266,1422,education,-1,1,FP,16th, 10th
4278,1426,education,-1,1,FP,Assoc-acdm, Assoc-voc
4302,1434,education,1,-1,FN,, Some-college
4385,1461,education,-1,1,FP,0, Some-college
4418,1472,education,-1,1,FP,Masr-specialty, Masters
4443,1481,education,1,-1,FN,Bachelors, 11th
4451,1483,education,1,-1,FN,Bachelors, Assoc-voc
4536,1512,education,-1,1,FP,59th, 9th
4578,1526,education,1,-1,FN,Some-college, HS-grad
4599,1533,education,1,-1,FN,Some-college, 10th
4617,1539,education,1,-1,FN,Some-college, 10th
4642,1547,education,1,-1,FN,Some-college, HS-grad
4657,1552,education,1,-1,FN,Some-college, HS-grad
4659,1553,education,-1,1,FP,16th, 10th
4667,1555,education,1,-1,FN,Masters, Bachelors
4668,1556,education,1,-1,FN,Some-college, HS-grad
4674,1558,education,1,-1,FN,Bachelors, Some-college
4716,1572,education,1,-1,FN,Bachelors, Some-college
4745,1581,education,1,-1,FN,Masters, Bachelors
4748,1582,education,1,-1,FN,Doctorate, Prof-school
4749,1583,education,1,-1,FN,Masters, Bachelors
4764,1588,education,1,-1,FN,Some-college, HS-grad
4769,1589,education,1,-1,FN,Masters, Bachelors
4797,1599,education,1,-1,FN,, HS-grad
4842,1614,education,-1,1,FP,16th, 10th
4863,1621,education,1,-1,FN,, Some-college
4869,1623,education,1,-1,FN,Some-college, HS-grad
4875,1625,education,1,-1,FN,Some-college, HS-grad
4974,1658,education,1,-1,FN,, Assoc-voc
5006,1668,education,-1,1,FP,Assoc-acdm, Bachelors
5056,1685,education,-1,1,FP,Assoc-acdm, Assoc-voc
5073,1691,education,1,-1,FN,, Some-college
5103,1701,education,1,-1,FN,, 11th
5217,1739,education,-1,1,FP,HS-grad, 7th-8th
5223,1741,education,-1,1,FP,Masters-specialty, Masters
5307,1769,education,1,-1,FN,, 11th
5313,1771,education,1,-1,FN,, HS-grad
5319,1773,education,1,-1,FN,, Assoc-voc
5325,1775,education,1,-1,FN,, 5th-6th
5331,1777,education,-1,1,FP,Assoc-acdm, Assoc-voc
5379,1793,education,1,-1,FN,Doctorate, Masters
5383,1794,education,-1,1,FP,1st-4th, Preschool
5437,1812,education,-1,1,FP,Some-college-and-associate, Some-college
5524,1841,education,-1,1,FP,Assoc-acdm, Assoc-voc
5547,1849,education,1,-1,FN,, HS-grad
5556,1852,education,1,-1,FN,Bachelors, Some-college
5571,1857,education,1,-1,FN,, HS-grad
5590,1863,education,1,-1,FN,Doctorate, Masters
5700,1900,education,-1,1,FP,HS-grad, 7th-8th
5763,1921,education,1,-1,FN,, HS-grad
5772,1924,education,-1,1,FP,11h, 11th
5809,1936,education,-1,1,FP,colSom-ege, HS-grad
5813,1937,education,-1,1,FP,5th-6t, 5th-6th
5871,1957,education,-1,1,FP,HS-grad, 7th-8th
5884,1961,education,-1,1,FP,11th, 10th
5910,1970,education,1,-1,FN,, HS-grad
5911,1970,education,1,-1,FN,—, HS-grad
5931,1977,education,1,-1,FN,Doctorate, Masters
5952,1984,education,1,-1,FN,, 7th-8th
5981,1993,education,1,-1,FN,Some-college, HS-grad
6048,2016,education,1,-1,FN,, Masters
6103,2034,education,-1,1,FP,Bachleors, Bachelors
6105,2035,education,1,-1,FN,, HS-grad
6108,2036,education,1,-1,FN,, Assoc-acdm
6133,2044,education,-1,1,FP,college-Some, Some-college
6370,2123,education,-1,1,FP,Masters, Prof-school
6386,2128,education,-1,1,FP,Hg-srad, HS-grad
6426,2142,education,-1,1,FP,11t, 11th
6462,2154,education,-1,1,FP,h10th, 10th
6466,2155,education,1,-1,FN,Some-college, 11th
6472,2157,education,-1,1,FP,colSom-ege, HS-grad
6501,2167,education,1,-1,FN,, HS-grad
6528,2176,education,1,-1,FN,Bachelors, Some-college
6537,2179,education,1,-1,FN,Bachelors, Some-college
6552,2184,education,1,-1,FN,Some-college, HS-grad
6561,2187,education,1,-1,FN,, HS-grad
6597,2199,education,1,-1,FN,Masters, Bachelors
6605,2201,education,-1,1,FP,0, 10th
6623,2207,education,-1,1,FP,Assoc-acdm, Assoc-voc
6788,2262,education,1,-1,FN,Some-college, 11th
6792,2264,education,1,-1,FN,, HS-grad
6801,2267,education,-1,1,FP,11t, 11th
6810,2270,education,-1,1,FP,1th, 10th
6816,2272,education,-1,1,FP,16th, 10th
6831,2277,education,1,-1,FN,, HS-grad
6855,2285,education,1,-1,FN,Some-college, 11th
6888,2296,education,1,-1,FN,, Assoc-voc
6917,2305,education,1,-1,FN,Masters, Bachelors
6918,2306,education,1,-1,FN,, HS-grad
6933,2311,education,1,-1,FN,, HS-grad
6963,2321,education,-1,1,FP,Assoc-acdm, Assoc-voc
7149,2383,education,-1,1,FP,1e1, 11th
7158,2386,education,1,-1,FN,, HS-grad
7202,2400,education,-1,1,FP,Some-collge, Some-college
7297,2432,education,-1,1,FP,Assoc-acdm, HS-grad
7305,2435,education,1,-1,FN,, Some-college
7312,2437,education,1,-1,FN,Some-college, HS-grad
7321,2440,education,-1,1,FP,Som-college, 9th
7341,2447,education,1,-1,FN,, 11th
7400,2466,education,-1,1,FP,H-grad, HS-grad
7416,2472,education,1,-1,FN,Assoc-voc, Some-college
7425,2475,education,-1,1,FP,Hs-grad, HS-grad
7445,2481,education,1,-1,FN,Bachelors, Assoc-voc
7451,2483,education,1,-1,FN,Masters, Bachelors
7509,2503,education,1,-1,FN,Masters, Bachelors
7510,2503,education,1,-1,FN,Prof-school, Bachelors
7602,2534,education,1,-1,FN,, Bachelors
7627,2542,education,-1,1,FP,Hg-grad, HS-grad
7656,2552,education,1,-1,FN,Doctorate, Masters
7671,2557,education,-1,1,FP,1th, 10th
7794,2598,education,1,-1,FN,, Bachelors
7797,2599,education,1,-1,FN,Bachelors, Some-college
7827,2609,education,1,-1,FN,Bachelors, Some-college
7854,2618,education,1,-1,FN,, HS-grad
7872,2624,education,1,-1,FN,Some-college, HS-grad
7908,2636,education,1,-1,FN,, 10th
7909,2636,education,1,-1,FN,HS-grad, 10th
7964,2654,education,1,-1,FN,11th, 10th
7979,2659,education,1,-1,FN,Some-college, 12th
8130,2710,education,1,-1,FN,, HS-grad
8145,2715,education,-1,1,FP,4th-1st, 1st-4th
8163,2721,education,1,-1,FN,, HS-grad
8169,2723,education,1,-1,FN,Some-college, HS-grad
8235,2745,education,1,-1,FN,, Bachelors
8247,2749,education,-1,1,FP,Assoc-acdm, Assoc-voc
8250,2750,education,-1,1,FP,Assoc-acdm, Assoc-voc
